entry_ts,exit_ts,side,side_opt,qty,strike,spot_at_entry,spot_at_exit,entry_premium,exit_premium,vix_at_entry,pnl_dollars,pnl_dollars_gross,pnl_bps_gross,pnl_bps_net,reason,hold_min,p_up,p_dn
2025-11-10 16:40:00+00:00,2025-11-10 20:55:00+00:00,long,call,1,671,671.39,677.58,8.88467422432143,12.151220818839818,17.600000381469727,316.13671193025823,326.6546594518388,3676.6081817342856,3558.2251408256143,eod_flat,255,0.6708594688913586,0.20198006919312747
2025-11-13 14:46:00+00:00,2025-11-13 20:55:00+00:00,short,put,1,674,674.29,667.63,8.94124765719289,11.956893540912802,20.0,291.1155177729384,301.56458837199125,3372.7349910657513,3255.871316110422,eod_flat,369,0.277821464948111,0.6523087120942037
2025-11-14 14:31:00+00:00,2025-11-14 20:55:00+00:00,long,call,1,661,661.0,667.96,9.78769630556684,13.201855795902418,19.829999923706055,329.9211729828232,341.4159490335578,3488.215596139558,3370.77451815886,eod_flat,384,0.7144211146720293,0.20455815208856118
2025-11-17 18:17:00+00:00,2025-11-17 20:55:00+00:00,short,put,1,665,665.44,661.67,9.536167328298973,11.172155995610126,22.3799991607666,153.24470506916077,163.59886673111532,1715.562039747655,1606.9842295489168,eod_flat,158,0.26145049457306374,0.6653629772473341
2025-11-18 14:31:00+00:00,2025-11-18 20:55:00+00:00,short,put,1,657,657.33,657.58,10.899501223323,10.106114457136641,24.690000534057617,-89.8414844588657,-79.33867661863587,-727.9110758652439,-824.2715204859177,eod_flat,384,0.26243270957158,0.6592651493100345
2025-11-19 15:31:00+00:00,2025-11-19 20:55:00+00:00,short,put,1,662,662.31,659.47,10.410836673026722,11.269648649787882,23.65999984741211,75.04095501470871,85.88119767611602,824.9211890781487,720.796583132758,eod_flat,324,0.2687121046299848,0.6501457057275216
2025-11-20 15:31:00+00:00,2025-11-20 18:53:00+00:00,short,put,1,671,671.15,650.48,11.931871218463073,24.18344242576751,26.420000076293945,1207.0994639083283,1225.1571207304437,10267.93784728976,10116.59815805331,target,202,0.23082492204663965,0.6554385885703619
2025-11-21 14:45:00+00:00,2025-11-21 20:55:00+00:00,long,call,1,650,650.07,654.74,11.295389378147945,13.182548325787195,23.43000030517578,176.47692591195744,188.715894763925,1670.7338582679997,1562.38018897666,eod_flat,370,0.6673115263712249,0.280904226281009
2025-11-24 14:43:00+00:00,2025-11-24 20:55:00+00:00,long,call,1,660,659.92,665.86,10.033886001350993,12.780398127014394,20.520000457763672,263.24407050215734,274.65121256634006,2737.2367249275126,2623.550541302875,eod_flat,372,0.6532239145496859,0.2814249664767142
2025-11-25 14:31:00+00:00,2025-11-25 20:55:00+00:00,long,call,1,665,664.96,671.86,9.226807075614829,12.661152259292635,18.559999465942383,332.49053870032685,343.4345183677806,3722.138282000394,3603.527590590392,eod_flat,384,0.7019792728787915,0.19779595115237134
2025-11-26 15:01:00+00:00,2025-11-26 20:55:00+00:00,long,call,1,673,673.3,676.36,8.818890374621446,9.995942659761226,17.190000534057617,108.29781199678666,117.705228513978,1334.6943154288901,1228.0208438517457,eod_flat,354,0.6509856450924058,0.24731221999397976
2025-12-01 14:32:00+00:00,2025-12-01 20:55:00+00:00,long,call,1,675,675.32,675.95,8.922136408227118,8.67535671001815,17.239999771118164,-33.47671638001944,-24.677969820896806,-276.59260844903923,-375.2096454067941,eod_flat,383,0.6558464670055302,0.22763058599447028
2025-12-03 14:47:00+00:00,2025-12-03 20:55:00+00:00,long,call,1,677,676.8,679.97,8.096597377336707,9.323854625964998,16.079999923706055,114.01549886117826,122.72572486282911,1515.7691452751785,1408.1902995488024,eod_flat,368,0.6557397129612356,0.20836303987418775
2025-12-04 15:26:00+00:00,2025-12-04 20:55:00+00:00,long,call,1,679,678.56,679.94,7.798168692358445,8.061579267803666,15.779999732971191,18.411183564441018,26.341057544522073,337.78517218195236,236.09624632104257,eod_flat,329,0.65273975362207,0.22961881138218446
2025-12-08 14:34:00+00:00,2025-12-08 20:55:00+00:00,short,put,1,682,682.2,678.61,7.493668897025088,8.87391111091631,16.65999984741211,129.8404313851515,138.0242213891222,1841.8777675634487,1732.6683787256313,eod_flat,381,0.20947466349207233,0.6690910875585502
2025-12-10 15:55:00+00:00,2025-12-10 20:55:00+00:00,long,call,1,678,678.16,683.97,8.054893172877883,11.063399540336206,15.770000457763672,291.2914903892254,300.8506367458324,3735.0046771426437,3616.3296537569304,eod_flat,300,0.6564846014065127,0.18607681927921435
2025-12-11 14:50:00+00:00,2025-12-11 20:55:00+00:00,long,call,1,679,679.28,684.53,7.7791774430355645,10.398632465728724,14.850000381469727,252.85659731493382,261.94550226931597,3367.2647807234034,3250.428456819787,eod_flat,365,0.6807943348676903,0.243365835578523
2025-12-12 14:32:00+00:00,2025-12-12 20:55:00+00:00,short,put,1,684,684.32,677.7,7.015901654670699,10.177638424283032,15.739999771118164,307.5769069217564,316.17367696123324,4506.5294886331085,4383.996841189944,eod_flat,383,0.20975839445587277,0.6971346054957939
2025-12-15 14:31:00+00:00,2025-12-15 20:55:00+00:00,short,put,1,681,681.13,677.04,7.441712050763442,9.108128263161802,16.5,158.3667010828734,166.641621239836,2239.2914439996416,2128.094986779643,eod_flat,384,0.23605660851587534,0.6858779331469745
2025-12-16 14:50:00+00:00,2025-12-16 20:55:00+00:00,short,put,1,677,676.85,676.18,7.499760456163017,7.402091908057116,16.479999542236328,-17.217780992700142,-9.766854810590075,-130.22889021160734,-229.5777457605493,eod_flat,365,0.2609858537659523,0.6729610371821935
2025-12-17 14:31:00+00:00,2025-12-17 20:55:00+00:00,short,put,1,676,676.19,667.56,7.895192285563667,12.24504073961566,17.6200008392334,424.91472889260973,434.9848454051994,5509.490202038115,5381.942751027925,eod_flat,384,0.2035715623313887,0.7019731814408525
